chr1,92546156,.
chr1,173137506,.
chr1,173190736,.
chr1,173212360,.
chr1,173265900,.
chr1,174036149,.
chr1,174342694,.
chr10,78618146,.
chr10,79028718,.
chr10,128978954,.
chr10,129069042,.
chr10,130098702,.
chr11,49154164,.
chr11,49423037,.
chr11,49575570,.
chr11,50999358,.
chr11,51162600,.
chr11,52201665,.
chr11,58739309,.
chr11,58810944,.
chr11,59576044,.
chr11,59593352,.
chr11,73593042,.
chr11,74036298,.
chr11,87897263,.
chr11,87907305,.
chr11,87937384,.
chr13,21088212,.
chr13,21341290,.
chr13,21343730,.
chr13,21618847,.
chr13,65163423,.
chr14,14265875,.
chr14,50614774,.
chr14,50758873,.
chr14,52548102,.
chr14,54285037,.
chr14,54304273,.
chr15,98263558,.
chr15,98499820,.
chr16,3781465,.
chr16,19434979,.
chr16,58957158,.
chr17,33210769,.
chr17,37544209,.
chr19,12831017,.
chr19,14090659,.
chr19,14096517,.
chr19,14122098,.
chr2,37128089,.
chr2,85730708,.
chr2,86098794,.
chr2,90414459,.
chr2,111727008,.
chr2,111790066,.
chr2,112200847,.
chr3,97491365,.
chr3,106876328,.
chr4,43716210,.
chr4,43726115,.
chr4,43823984,.
chr4,58640628,.
chr4,58670822,.
chr4,58764138,.
chr4,118642412,.
chr4,118658778,.
chr4,118729616,.
chr4,118821359,.
chr4,118923708,.
chr6,42576866,.
chr6,42869927,.
chr6,116554079,.
chr6,116614137,.
chr7,6545373,.
chr7,6650058,.
chr7,86295199,.
chr7,99730117,.
chr7,99788064,.
chr7,102513115,.
chr7,102673445,.
chr7,108797663,.
chr7,140187229,.
chr8,85225777,.
chr9,18751971,.
chr9,19651318,.
chr9,37687840,.
chr9,39561867,.
chr9,39952214,.
chrX,50195814,.
chrX,74559306,.
