chr1,92546156,0
chr1,92546156,1
chr1,173137506,0
chr1,173137506,1
chr1,173190736,0
chr1,173190736,1
chr1,173212360,0
chr1,173212360,1
chr1,173265900,0
chr1,173265900,1
chr1,174036149,0
chr1,174036149,1
chr1,174342694,0
chr1,174342694,1
chr10,78618146,0
chr10,78618146,1
chr10,79028718,0
chr10,79028718,1
chr10,128978954,0
chr10,128978954,1
chr10,129069042,0
chr10,129069042,1
chr10,130098702,0
chr10,130098702,1
chr11,49154164,0
chr11,49154164,1
chr11,49423037,0
chr11,49423037,1
chr11,49575570,0
chr11,49575570,1
chr11,50999358,0
chr11,50999358,1
chr11,51162600,0
chr11,51162600,1
chr11,52201665,0
chr11,52201665,1
chr11,58739309,0
chr11,58739309,1
chr11,58810944,0
chr11,58810944,1
chr11,59576044,0
chr11,59576044,1
chr11,59593352,0
chr11,59593352,1
chr11,73593042,0
chr11,73593042,1
chr11,74036298,0
chr11,74036298,1
chr11,87897263,0
chr11,87897263,1
chr11,87907305,0
chr11,87907305,1
chr11,87937384,0
chr11,87937384,1
chr13,21088212,0
chr13,21088212,1
chr13,21341290,0
chr13,21341290,1
chr13,21343730,0
chr13,21343730,1
chr13,21618847,0
chr13,21618847,1
chr13,65163423,0
chr13,65163423,1
chr14,14265875,0
chr14,14265875,1
chr14,50614774,0
chr14,50614774,1
chr14,50758873,0
chr14,50758873,1
chr14,52548102,0
chr14,52548102,1
chr14,54285037,0
chr14,54285037,1
chr14,54304273,0
chr14,54304273,1
chr15,98263558,0
chr15,98263558,1
chr15,98499820,0
chr15,98499820,1
chr16,3781465,0
chr16,3781465,1
chr16,19434979,0
chr16,19434979,1
chr16,58957158,0
chr16,58957158,1
chr17,33210769,0
chr17,33210769,1
chr17,37544209,0
chr17,37544209,1
chr19,12831017,0
chr19,12831017,1
chr19,14090659,0
chr19,14090659,1
chr19,14096517,0
chr19,14096517,1
chr19,14122098,0
chr19,14122098,1
chr2,37128089,0
chr2,37128089,1
chr2,85730708,0
chr2,85730708,1
chr2,86098794,0
chr2,86098794,1
chr2,90414459,0
chr2,90414459,1
chr2,111727008,0
chr2,111727008,1
chr2,111790066,0
chr2,111790066,1
chr2,112200847,0
chr2,112200847,1
chr3,97491365,0
chr3,97491365,1
chr3,106876328,0
chr3,106876328,1
chr4,43716210,0
chr4,43716210,1
chr4,43726115,0
chr4,43726115,1
chr4,43823984,0
chr4,43823984,1
chr4,58640628,0
chr4,58640628,1
chr4,58670822,0
chr4,58670822,1
chr4,58764138,0
chr4,58764138,1
chr4,118642412,0
chr4,118642412,1
chr4,118658778,0
chr4,118658778,1
chr4,118729616,0
chr4,118729616,1
chr4,118821359,0
chr4,118821359,1
chr4,118923708,0
chr4,118923708,1
chr6,42576866,0
chr6,42576866,1
chr6,42869927,0
chr6,42869927,1
chr6,116554079,0
chr6,116554079,1
chr6,116614137,0
chr6,116614137,1
chr7,6545373,0
chr7,6545373,1
chr7,6650058,0
chr7,6650058,1
chr7,86295199,0
chr7,86295199,1
chr7,99730117,0
chr7,99730117,1
chr7,99788064,0
chr7,99788064,1
chr7,102513115,0
chr7,102513115,1
chr7,102673445,0
chr7,102673445,1
chr7,108797663,0
chr7,108797663,1
chr7,140187229,0
chr7,140187229,1
chr8,85225777,0
chr8,85225777,1
chr9,18751971,0
chr9,18751971,1
chr9,19651318,0
chr9,19651318,1
chr9,37687840,0
chr9,37687840,1
chr9,39561867,0
chr9,39561867,1
chr9,39952214,0
chr9,39952214,1
chrX,50195814,0
chrX,50195814,1
chrX,74559306,0
chrX,74559306,1
