chr1,92480519,0
chr1,92480519,1
chr1,92492601,0
chr1,92492601,1
chr1,92512513,0
chr1,92512513,1
chr1,92572859,0
chr1,92572859,1
chr1,92588577,0
chr1,92588577,1
chr1,92596082,0
chr1,92596082,1
chr1,92610294,0
chr1,92610294,1
chr1,92620600,0
chr1,92620600,1
chr1,172954383,0
chr1,172954383,1
chr1,173132711,0
chr1,173132711,1
chr1,173186246,0
chr1,173186246,1
chr1,173202072,0
chr1,173202072,1
chr1,173215487,0
chr1,173215487,1
chr1,173269997,0
chr1,173269997,1
chr1,174042558,0
chr1,174042558,1
chr1,174051978,0
chr1,174051978,1
chr1,174069439,0
chr1,174069439,1
chr1,174087837,0
chr1,174087837,1
chr1,174100057,0
chr1,174100057,1
chr1,174117186,0
chr1,174117186,1
chr1,174134887,0
chr1,174134887,1
chr1,174158914,0
chr1,174158914,1
chr1,174250287,0
chr1,174250287,1
chr1,174369797,0
chr1,174369797,1
chr1,174391550,0
chr1,174391550,1
chr1,174429405,0
chr1,174429405,1
chr1,174446679,0
chr1,174446679,1
chr10,78518997,0
chr10,78518997,1
chr10,78614538,0
chr10,78614538,1
chr10,78848609,0
chr10,78848609,1
chr10,78878903,0
chr10,78878903,1
chr10,78916785,0
chr10,78916785,1
chr10,78954507,0
chr10,78954507,1
chr10,78967323,0
chr10,78967323,1
chr10,78984476,0
chr10,78984476,1
chr10,79016058,0
chr10,79016058,1
chr10,79032507,0
chr10,79032507,1
chr10,128990766,0
chr10,128990766,1
chr10,129012052,0
chr10,129012052,1
chr10,129036296,0
chr10,129036296,1
chr10,129047407,0
chr10,129047407,1
chr10,129065415,0
chr10,129065415,1
chr10,129078867,0
chr10,129078867,1
chr10,129094798,0
chr10,129094798,1
chr10,129113406,0
chr10,129113406,1
chr10,129135788,0
chr10,129135788,1
chr10,129162377,0
chr10,129162377,1
chr10,129175247,0
chr10,129175247,1
chr10,129186951,0
chr10,129186951,1
chr10,129237803,0
chr10,129237803,1
chr10,129251168,0
chr10,129251168,1
chr10,129261712,0
chr10,129261712,1
chr10,129267946,0
chr10,129267946,1
chr10,129321129,0
chr10,129321129,1
chr10,129331349,0
chr10,129331349,1
chr10,129350497,0
chr10,129350497,1
chr10,129387140,0
chr10,129387140,1
chr10,129408309,0
chr10,129408309,1
chr10,129433193,0
chr10,129433193,1
chr10,129464673,0
chr10,129464673,1
chr10,129473808,0
chr10,129473808,1
chr10,129487647,0
chr10,129487647,1
chr10,129500917,0
chr10,129500917,1
chr10,129525072,0
chr10,129525072,1
chr10,129540848,0
chr10,129540848,1
chr10,129570382,0
chr10,129570382,1
chr10,129609031,0
chr10,129609031,1
chr10,129625274,0
chr10,129625274,1
chr10,129642905,0
chr10,129642905,1
chr10,129659884,0
chr10,129659884,1
chr10,129670427,0
chr10,129670427,1
chr10,129682926,0
chr10,129682926,1
chr10,129692453,0
chr10,129692453,1
chr10,129706614,0
chr10,129706614,1
chr10,129725298,0
chr10,129725298,1
chr10,129738746,0
chr10,129738746,1
chr10,129755942,0
chr10,129755942,1
chr10,129768597,0
chr10,129768597,1
chr10,129776787,0
chr10,129776787,1
chr10,129791103,0
chr10,129791103,1
chr10,129802505,0
chr10,129802505,1
chr10,129843756,0
chr10,129843756,1
chr10,129857044,0
chr10,129857044,1
chr10,129875662,0
chr10,129875662,1
chr10,129903218,0
chr10,129903218,1
chr10,129912380,0
chr10,129912380,1
chr10,129946748,0
chr10,129946748,1
chr10,129965138,0
chr10,129965138,1
chr10,129974985,0
chr10,129974985,1
chr10,130016953,0
chr10,130016953,1
chr10,130032709,0
chr10,130032709,1
chr10,130074059,0
chr10,130074059,1
chr10,130113455,0
chr10,130113455,1
chr10,130126735,0
chr10,130126735,1
chr10,130163249,0
chr10,130163249,1
chr10,130181328,0
chr10,130181328,1
chr10,130208726,0
chr10,130208726,1
chr11,49057138,0
chr11,49057138,1
chr11,49112428,0
chr11,49112428,1
chr11,49146363,0
chr11,49146363,1
chr11,49158615,0
chr11,49158615,1
chr11,49280536,0
chr11,49280536,1
chr11,49290586,0
chr11,49290586,1
chr11,49312381,0
chr11,49312381,1
chr11,49326276,0
chr11,49326276,1
chr11,49338717,0
chr11,49338717,1
chr11,49428017,0
chr11,49428017,1
chr11,49441363,0
chr11,49441363,1
chr11,49459672,0
chr11,49459672,1
chr11,49468380,0
chr11,49468380,1
chr11,49493283,0
chr11,49493283,1
chr11,49512034,0
chr11,49512034,1
chr11,49523423,0
chr11,49523423,1
chr11,49533469,0
chr11,49533469,1
chr11,49549788,0
chr11,49549788,1
chr11,49561368,0
chr11,49561368,1
chr11,50969821,0
chr11,50969821,1
chr11,50984280,0
chr11,50984280,1
chr11,51006636,0
chr11,51006636,1
chr11,51022907,0
chr11,51022907,1
chr11,51048579,0
chr11,51048579,1
chr11,52145060,0
chr11,52145060,1
chr11,52213519,0
chr11,52213519,1
chr11,58458187,0
chr11,58458187,1
chr11,58490252,0
chr11,58490252,1
chr11,58502085,0
chr11,58502085,1
chr11,58531011,0
chr11,58531011,1
